Zip,Unemp. Rate,# in sample
22503,0.09,3564
22504,0.55,214
22508,0.13,10486
22509,,0
22511,0.04,1139
22514,0.10,1975
22520,0.06,4738
22529,0.08,369
22530,0.00,181
22534,0.11,1871
22535,0.02,381
22538,0.00,222
22539,0.02,1863
22542,0.08,1100
22546,0.11,12141
22548,0.00,25
22551,0.07,14047
22553,0.05,9597
22554,0.05,36863
22556,0.06,18785
22560,0.08,5203
22567,0.02,2543
22572,0.06,6459
22576,0.14,1360
22578,0.06,2164
22579,0.22,122
22580,0.10,3725
22601,0.09,22046
22602,0.05,21812
22603,0.08,11239
22610,0.02,1480
22611,0.04,6393
22620,0.05,1921
22623,0.00,438
22624,0.02,2015
22625,0.05,3075
22627,0.00,788
22630,0.06,24430
22637,0.00,1149
22639,0.00,286
22640,0.07,581
22641,0.00,463
22642,0.04,2636
22643,0.00,81
22644,0.05,1900
22645,0.07,2868
22646,0.10,192
22650,0.07,997
22652,0.11,1203
22654,0.16,402
22655,0.05,14549
22656,0.09,1727
22657,0.05,8554
22660,0.05,1537
22663,0.03,1397
22664,0.06,6916
22701,0.06,24153
22709,0.11,857
22711,0.00,71
22712,0.06,5604
22713,0.01,1026
22714,0.01,874
22715,0.04,1121
22716,0.10,600
22718,0.22,313
22719,0.05,603
22720,0.12,913
22722,0.00,110
22723,0.00,118
22724,0.10,1296
22726,0.08,523
22727,0.08,3953
22728,0.02,2783
22729,0.00,1268
22730,,38
22731,0.00,78
22732,0.00,134
22733,0.02,940
22734,0.06,2153
22735,0.07,1655
22736,0.06,604
22737,0.05,2196
22738,0.09,950
22740,0.04,947
22741,0.14,156
22742,0.05,1475
22743,0.00,182
22747,0.03,826
22749,0.09,379
22801,0.08,32378
22802,0.04,21836
22807,0.02,2182
22810,0.00,439
22811,0.00,539
22812,0.04,7280
22815,0.05,6186
22820,0.00,139
22821,0.04,4334
22824,0.05,4986
22827,0.08,8179
22830,0.06,1438
22831,0.07,780
22832,0.04,983
22834,0.08,1047
22835,0.08,9668
22840,0.02,3408
22841,0.05,2294
22842,0.10,3873
22843,0.04,2154
22844,0.03,3506
22845,,0
22846,0.00,1486
22847,0.05,940
22849,0.07,3409
22850,0.03,551
22851,0.14,5272
22853,0.03,3573
22901,0.05,25851
22902,0.05,16872
22903,0.06,33416
22904,0.14,4332
22911,0.03,12211
22920,0.06,3725
22922,0.13,1641
22923,0.02,3594
22931,0.06,314
22932,0.03,5752
22935,0.03,699
22936,0.04,4036
22937,0.14,1528
22938,0.06,1057
22939,0.01,3822
22940,0.06,890
22942,0.06,6479
22943,0.13,207
22946,0.00,151
22947,0.06,3315
22948,0.00,253
22949,0.06,967
22952,0.09,1407
22958,0.03,1408
22959,0.00,1360
22960,0.09,8862
22963,0.05,12396
22964,0.13,133
22967,0.08,1554
22968,0.04,7311
22969,0.04,1160
22971,0.00,1325
22972,0.06,426
22973,0.07,5325
22974,0.07,4740
22976,0.00,312
22980,0.08,25405
22989,0.00,113
23002,0.08,8757
23004,0.00,584
23005,0.06,12732
23009,0.07,4637
23011,0.03,1304
23015,0.07,2742
23021,0.12,407
23022,0.03,637
23023,0.00,185
23024,0.07,6349
23025,0.00,141
23027,0.09,882
23030,0.10,4264
23032,0.17,284
23035,0.03,1058
23038,0.00,891
23039,0.01,705
23040,0.06,3515
23043,0.05,1360
23045,0.00,44
23047,0.07,1593
23050,0.06,478
23055,0.00,673
23056,0.00,313
23059,0.04,22836
23060,0.04,25846
23061,0.05,16400
23062,0.04,2271
23063,0.04,4672
23064,0.00,74
23065,0.02,1393
23066,0.00,346
23068,0.00,278
23069,0.02,3031
23070,0.00,647
23071,0.01,1184
23072,0.05,10048
23075,0.15,7699
23076,0.05,572
23079,0.00,179
23083,0.05,932
23084,0.07,1386
23085,0.03,384
23086,0.04,2128
23089,0.08,4088
23091,0.00,165
23092,0.00,311
23093,0.06,10172
23102,0.03,3022
23103,0.03,3530
23106,0.10,1028
23108,0.00,166
23109,0.12,1757
23110,0.05,536
23111,0.04,28121
23112,0.05,35505
23113,0.04,18762
23114,0.04,12682
23115,0.00,128
23116,0.03,20817
23117,0.05,8038
23119,0.00,230
23120,0.04,4023
23123,0.09,1155
23124,0.12,2410
23125,0.00,124
23126,0.05,229
23128,0.05,894
23129,0.24,232
23130,0.23,355
23138,0.00,446
23139,0.04,17641
23140,0.07,4074
23141,0.07,4991
23146,0.05,2348
23148,0.09,1759
23149,0.03,2245
23150,0.11,9908
23153,0.04,986
23156,0.08,1528
23160,0.00,4274
23161,0.00,93
23163,0.00,349
23168,0.05,4560
23169,0.02,1511
23173,0.06,2521
23175,0.07,1395
23176,0.04,588
23177,0.00,519
23180,0.07,538
23181,0.07,4267
23185,0.04,38705
23187,,0
23188,0.05,30500
23192,0.06,5310
23219,0.18,2909
23220,0.13,31000
23221,0.04,12210
23222,0.12,20983
23223,0.13,37398
23224,0.17,25887
23225,0.08,31131
23226,0.05,12003
23227,0.08,20641
23228,0.07,26947
23229,0.06,25447
23230,0.03,4704
23231,0.10,25653
23233,0.04,21991
23234,0.09,32558
23235,0.06,25021
23236,0.06,20470
23237,0.08,16356
23238,0.03,20526
23250,,0
23294,0.08,14202
23301,0.14,1277
23302,0.00,80
23303,0.00,518
23304,0.00,162
23306,0.08,759
23307,0.04,616
23308,0.08,1968
23310,0.11,4019
23313,0.00,165
23314,0.05,5614
23315,0.02,1207
23316,0.22,122
23320,0.05,40217
23321,0.06,25471
23322,0.04,47689
23323,0.07,25998
23324,0.10,17529
23325,0.07,13471
23336,0.06,2657
23337,0.01,343
23347,0.06,504
23350,0.07,2744
23354,0.00,148
23356,0.00,527
23357,0.12,577
23358,,23
23359,0.07,787
23389,,76
23395,0.00,314
23398,,16
23401,0.26,149
23405,0.10,1067
23407,0.06,420
23408,,46
23409,0.00,19
23410,0.10,1823
23413,0.05,690
23414,0.13,282
23415,0.07,1693
23416,0.29,275
23417,0.08,3226
23418,0.08,789
23420,0.07,2061
23421,0.09,3760
23422,0.00,243
23423,0.00,170
23426,0.00,135
23427,0.06,269
23430,0.05,13561
23432,0.06,1173
23433,0.16,693
23434,0.08,36241
23435,0.07,19635
23436,0.08,1007
23437,0.03,3477
23438,0.06,1512
23440,0.01,478
23441,0.00,38
23442,0.03,1064
23451,0.04,34805
23452,0.06,46515
23453,0.05,26224
23454,0.05,49471
23455,0.05,38641
23456,0.05,38706
23457,0.06,3592
23459,0.07,591
23460,0.00,680
23461,0.00,164
23462,0.06,48043
23464,0.06,56249
23480,0.05,280
23486,0.00,87
23487,0.07,5145
23488,0.00,126
23502,0.08,18786
23503,0.06,31142
23504,0.17,16715
23505,0.06,23305
23507,0.02,7263
23508,0.10,16216
23509,0.12,10480
23510,0.09,5704
23511,0.00,6642
23513,0.11,25130
23517,0.06,3677
23518,0.10,25143
23523,0.16,5015
23551,,0
23601,0.07,19326
23602,0.07,31584
23603,0.05,2819
23604,0.01,5052
23605,0.10,10965
23606,0.07,23276
23607,0.18,18309
23608,0.07,33537
23651,0.00,439
23661,0.10,10991
23662,0.05,9526
23663,0.12,12084
23664,0.08,8019
23665,0.05,3500
23666,0.06,39528
23669,0.08,34791
23690,0.08,2480
23691,0.00,118
23692,0.03,14901
23693,0.04,18506
23696,0.04,2880
23701,0.06,20359
23702,0.10,7873
23703,0.07,22236
23704,0.09,13826
23707,0.08,10703
23708,0.00,788
23709,0.00,16
23801,0.05,3499
23803,0.13,31165
23805,0.06,16188
23806,0.14,2152
23821,0.16,1314
23824,0.08,6512
23827,0.19,1110
23828,0.02,405
23829,0.03,2458
23830,0.05,1162
23831,0.06,24191
23832,0.06,25164
23833,0.10,1836
23834,0.08,20289
23836,0.06,8748
23837,0.03,3240
23838,0.05,12280
23839,0.03,650
23840,0.07,1091
23841,0.09,3335
23842,0.05,5760
23843,0.00,530
23844,0.30,624
23845,0.00,271
23846,0.03,465
23847,0.11,14001
23850,0.30,691
23851,0.10,10864
23856,0.17,853
23857,0.00,382
23860,0.15,24629
23866,0.11,1648
23867,0.10,2234
23868,0.17,6227
23872,0.13,1628
23874,0.13,827
23875,0.11,8101
23876,0.00,466
23878,0.07,946
23879,0.02,669
23881,0.15,1660
23882,0.06,1932
23883,0.09,2429
23884,0.00,59
23885,0.07,2371
23887,0.00,364
23888,0.10,1828
23889,0.11,324
23890,0.10,3688
23891,0.00,1698
23893,0.25,220
23894,0.04,639
23897,0.00,418
23898,0.09,1958
23899,0.12,327
23901,0.08,13779
23909,0.04,1792
23915,0.00,731
23917,0.11,3375
23919,0.06,2485
23920,0.11,2713
23921,0.06,1043
23922,0.03,1806
23923,0.13,1794
23924,0.13,5694
23927,0.05,3480
23930,0.10,4979
23934,0.06,717
23936,0.07,8994
23937,0.05,1702
23938,0.05,345
23942,0.10,967
23943,0.00,260
23944,0.07,3896
23947,0.14,3114
23950,0.18,2800
23952,0.00,137
23954,0.09,1746
23958,0.10,2594
23959,0.06,1148
23960,0.02,1647
23962,0.27,376
23963,0.14,616
23964,0.04,1031
23966,0.16,1781
23967,0.00,791
23968,0.21,800
23970,0.04,6549
23974,0.06,4024
23976,0.00,96
24011,0.14,118
24012,0.06,23671
24013,0.13,6338
24014,0.04,13853
24015,0.04,12562
24016,0.14,7163
24017,0.07,17935
24018,0.06,30286
24019,0.03,21227
24020,0.07,530
24053,0.09,2134
24054,0.13,5564
24055,0.16,10968
24058,0.00,361
24059,0.03,700
24060,0.08,48300
24064,0.03,3986
24065,0.06,4959
24066,0.04,3552
24067,0.02,2033
24069,0.22,1723
24070,0.03,1482
24072,0.14,889
24073,0.05,22900
24076,0.23,969
24077,0.00,945
24078,0.09,5625
24079,0.06,1432
24082,0.14,296
24083,0.08,1609
24084,0.10,9868
24085,0.07,1679
24086,0.00,140
24087,0.07,3911
24088,0.11,4194
24089,0.15,2453
24090,0.06,3592
24091,0.03,5591
24092,0.03,2350
24093,0.10,157
24095,0.06,3379
24101,0.10,5143
24102,0.17,1459
24104,0.05,2826
24105,0.08,586
24112,0.13,26487
24120,0.05,1722
24121,0.06,8084
24122,0.11,1500
24124,0.05,3852
24127,0.01,3295
24128,0.13,1425
24130,,0
24131,0.00,75
24132,0.10,318
24133,0.08,2309
24134,0.09,4513
24136,0.04,2637
24137,0.08,2252
24138,0.06,1226
24139,0.23,500
24141,0.08,17256
24142,0.27,3158
24147,0.11,792
24148,0.09,6830
24149,0.02,2731
24150,0.08,753
24151,0.07,15453
24153,0.06,30009
24161,0.15,243
24162,0.04,1822
24165,0.06,1204
24167,0.11,129
24168,0.00,209
24171,0.08,6418
24174,0.11,2235
24175,0.05,8104
24176,0.18,1270
24179,0.05,15134
24184,0.05,3821
24185,0.28,1129
24201,0.11,13758
24202,0.05,10481
24210,0.07,13167
24211,0.06,8384
24216,0.17,2379
24217,0.06,521
24219,0.05,9599
24220,0.06,720
24221,0.07,692
24224,0.08,5658
24225,0.03,1368
24226,0.06,1197
24228,0.10,5697
24230,0.13,7197
24236,0.06,2654
24237,0.07,792
24239,0.00,110
24243,0.06,1773
24244,0.11,4343
24245,0.10,989
24246,0.00,190
24248,0.14,2094
24250,0.06,1026
24251,0.05,7524
24256,0.08,3070
24258,0.04,1573
24260,0.10,5631
24263,0.03,5159
24265,0.06,986
24266,0.04,7297
24269,0.00,324
24270,0.00,640
24271,0.05,1819
24272,0.28,493
24273,0.05,4921
24277,0.08,6245
24279,0.08,5064
24280,0.00,645
24281,0.13,2000
24282,0.06,618
24283,0.12,2071
24290,0.13,1927
24292,0.00,515
24293,0.07,8774
24301,0.10,11343
24311,0.14,1524
24312,0.12,1844
24313,0.10,727
24314,0.08,1273
24315,0.06,2959
24316,0.00,15
24317,0.12,3299
24318,0.00,535
24319,0.07,5757
24322,0.00,204
24323,0.20,559
24324,0.08,1505
24325,0.05,1150
24326,0.06,778
24328,0.06,1575
24330,0.09,3038
24333,0.05,15355
24340,0.07,4758
24343,0.08,7255
24347,0.15,1602
24348,0.03,3779
24350,0.09,999
24351,0.18,420
24352,0.09,768
24354,0.06,12518
24360,0.11,5281
24361,0.10,4500
24363,0.14,952
24366,0.02,769
24368,0.08,3807
24370,0.07,5417
24374,0.04,850
24375,0.06,1347
24377,0.00,270
24378,0.13,1154
24380,0.06,1802
24381,0.04,2604
24382,0.09,11206
24401,0.05,29060
24411,0.00,61
24412,0.00,111
24413,0.00,150
24415,0.00,32
24416,0.06,6968
24421,0.03,2784
24422,0.08,5606
24426,0.05,11379
24430,0.14,4676
24431,0.08,1981
24432,0.00,247
24433,0.00,51
24435,0.00,1804
24437,0.10,603
24439,0.14,1054
24440,0.05,1913
24441,0.06,5231
24442,0.00,133
24445,0.03,1882
24448,0.08,337
24450,0.04,14599
24457,0.13,292
24458,0.00,434
24459,0.07,688
24460,0.03,1352
24464,0.17,186
24465,0.01,1246
24467,0.01,1828
24471,0.00,852
24472,0.03,1362
24473,0.00,911
24474,0.26,456
24476,0.00,247
24477,0.06,7930
24479,0.04,1064
24482,0.04,3849
24483,0.00,668
24484,0.00,767
24485,0.09,277
24486,0.02,2228
24487,0.00,189
24501,0.12,21332
24502,0.08,36470
24503,0.05,15615
24504,0.18,8702
24517,0.08,4809
24520,0.08,1991
24521,0.09,8757
24522,0.13,7327
24523,0.09,15650
24526,0.02,1221
24527,0.10,2444
24528,0.08,2667
24529,0.03,1177
24530,0.05,825
24531,0.07,7540
24534,0.08,1353
24536,0.25,53
24538,0.02,3710
24539,0.63,33
24540,0.12,25737
24541,0.12,23474
24549,0.04,3649
24550,0.04,5512
24551,0.04,15846
24553,0.16,1697
24554,0.03,2717
24555,0.06,1882
24556,0.03,2596
24557,0.09,6422
24558,0.10,5364
24562,0.01,421
24563,0.09,4526
24565,0.12,948
24566,0.12,996
24569,0.04,961
24570,,0
24571,0.14,1545
24572,0.06,12786
24574,0.09,3008
24577,0.11,3731
24578,0.03,686
24579,0.12,1032
24580,0.11,457
24581,,0
24586,0.16,4582
24588,0.08,7521
24589,0.11,1897
24590,0.10,6300
24592,0.12,11434
24593,0.03,1414
24594,0.13,1434
24595,0.04,873
24597,0.09,826
24598,0.08,1825
24599,0.00,337
24601,0.31,81
24602,0.00,764
24603,0.23,1259
24604,0.00,180
24605,0.12,7493
24606,0.29,410
24607,0.36,273
24609,0.07,5876
24612,0.00,195
24613,0.00,507
24614,0.07,6468
24620,0.24,2136
24622,0.07,967
24628,,114
24630,0.06,5862
24631,0.10,2140
24634,0.00,582
24635,0.11,1001
24637,0.05,3001
24639,0.09,3644
24641,0.11,4691
24646,0.11,407
24649,0.18,2268
24651,0.04,4667
24656,0.06,2769
24657,0.30,315
24701,0.07,16662
24712,0.10,1766
24714,0.00,223
24715,0.17,573
24716,0.00,305
24719,0.17,338
24724,0.37,102
24726,0.00,485
24729,0.00,109
24731,0.00,119
24733,0.00,381
24736,0.02,849
24737,0.00,209
24738,0.00,215
24740,0.06,25243
24747,0.11,2215
24801,0.09,3417
24808,0.21,635
24811,0.00,378
24813,0.09,336
24815,0.17,340
24816,0.00,94
24817,0.21,842
24818,0.08,1383
24822,0.15,695
24823,0.04,411
24826,0.00,371
24827,0.00,1015
24828,0.02,843
24830,0.03,117
24831,0.00,160
24834,0.00,511
24836,0.05,539
24839,0.06,864
24843,,58
24844,0.10,1468
24845,0.00,161
24846,0.00,184
24847,0.00,289
24848,0.55,142
24849,0.00,175
24850,0.03,606
24851,0.21,227
24853,0.07,842
24854,0.09,426
24857,0.00,617
24860,0.00,415
24861,0.59,294
24862,0.00,400
24866,,63
24867,0.00,250
24868,0.05,1625
24869,0.00,389
24870,0.04,2642
24871,0.53,248
24872,0.00,548
24873,0.00,547
24874,0.03,2242
24878,0.20,321
24879,0.11,655
24880,0.00,204
24881,0.00,503
24882,0.00,510
24884,0.05,268
24887,,70
24888,0.00,203
24892,0.09,1308
24894,0.00,101
24898,0.31,104
24901,0.03,7181
24910,0.04,4561
24915,0.06,401
24916,0.06,472
24918,0.04,1352
24920,0.22,309
24924,0.00,325
24925,0.04,657
24927,0.04,161
24931,0.00,1246
24934,0.10,367
24935,0.00,559
24938,0.12,1421
24941,0.17,1133
24944,0.00,392
24945,0.11,479
24946,0.03,1488
24951,0.03,1063
24954,0.06,2996
24957,0.00,150
24962,0.11,142
24963,0.08,2821
24966,0.07,825
24970,0.14,4108
24974,0.20,161
24976,0.04,1070
24977,0.00,275
24981,0.00,616
24983,0.09,2215
24984,0.00,89
24986,0.09,4344
24991,0.11,580
25002,0.09,250
25003,0.11,1768
25005,0.00,158
25007,0.15,183
25008,0.00,149
25009,0.06,859
25011,0.11,918
25015,0.10,4083
25019,0.04,449
25021,0.00,189
25022,0.00,99
25024,0.09,647
25025,0.00,158
25028,0.00,284
25030,0.06,391
25031,0.06,867
25033,0.06,1743
25035,0.09,922
25036,0.00,669
25039,0.06,1091
25040,0.12,280
25043,0.09,1377
25044,0.18,332
25045,0.08,4819
25047,0.09,231
25048,0.00,13
25049,0.00,617
25051,0.00,147
25053,0.09,3976
25054,0.00,154
25057,0.00,50
25059,0.00,526
25060,0.09,426
25061,0.40,276
25062,,110
25063,0.14,1185
25064,0.11,8082
25067,0.14,1040
25070,0.06,1626
25071,0.05,8995
25075,0.15,666
25076,0.00,196
25081,0.00,1255
25082,0.02,1209
25083,0.07,517
25085,0.15,761
25086,0.15,621
25088,0.45,29
25090,0.50,76
25093,0.22,155
25102,0.11,275
25103,0.08,219
25106,0.09,586
25107,0.17,463
25108,0.11,260
25109,0.14,580
25110,0.07,501
25111,0.00,466
25112,0.21,93
25113,0.11,930
25114,0.17,536
25115,0.61,192
25118,0.00,1055
25119,0.17,414
25121,0.10,932
25123,0.10,2677
25124,0.00,930
25125,0.02,681
25126,,0
25130,0.05,2718
25132,0.23,378
25133,0.00,672
25134,0.00,232
25136,0.14,1876
25139,0.00,234
25140,0.05,866
25141,0.22,250
25142,0.14,431
25143,0.06,7061
25148,0.00,141
25149,0.00,308
25152,0.00,117
25154,0.07,835
25156,0.55,164
25159,0.06,3623
25160,0.25,358
25161,0.00,382
25162,0.12,330
25164,0.02,1033
25165,0.06,369
25168,0.00,1841
25169,0.31,233
25173,0.00,273
25174,0.00,347
25177,0.07,19565
25180,0.00,156
25181,0.09,1506
25183,,0
25185,,621
25186,0.03,942
25187,0.22,598
25193,0.08,464
25201,,12
25202,0.14,1165
25203,0.27,86
25204,0.16,290
25205,0.00,214
25206,0.25,348
25208,0.06,719
25209,0.03,1062
25211,0.37,166
25213,0.04,4054
25214,0.08,419
25234,0.11,1292
25235,0.04,654
25239,0.09,1278
25241,0.02,1223
25243,0.00,764
25244,0.04,560
25245,0.09,813
25247,0.07,662
25248,0.08,2745
25251,0.10,264
25252,0.16,1016
25253,0.02,1381
25259,0.10,820
25260,0.12,1675
25261,0.10,205
25262,0.25,1023
25264,0.00,291
25265,0.07,1208
25266,0.08,747
25267,0.08,483
25268,0.16,617
25270,0.02,716
25271,0.09,6888
25275,0.11,1806
25276,0.08,6125
25285,0.14,357
25286,0.07,1216
25287,0.24,974
25301,0.03,2361
25302,0.08,13159
25303,0.06,5847
25304,0.05,7581
25305,,0
25306,0.07,5281
25309,0.08,9800
25311,0.12,9170
25312,0.07,11794
25313,0.04,10634
25314,0.03,12346
25315,0.09,2946
25320,0.06,5724
25401,0.13,11211
25403,0.06,9447
25404,0.10,15404
25405,0.09,8834
25411,0.12,10309
25413,0.11,5812
25414,0.07,13778
25419,0.08,7468
25420,0.12,3135
25422,0.07,1377
25425,0.08,9187
25427,0.14,11420
25428,0.05,7022
25430,0.15,6892
25431,0.24,261
25432,0.00,192
25434,0.11,2323
25437,0.17,257
25438,0.04,4516
25442,0.09,1431
25443,0.06,6169
25444,0.00,299
25446,0.00,1054
25501,0.05,863
25502,0.00,926
25503,0.21,545
25504,0.04,10688
25505,0.07,313
25506,0.18,3824
25507,0.11,1093
25508,0.08,7185
25510,0.03,4109
25511,0.00,895
25512,0.08,757
25514,0.18,3102
25515,0.14,2122
25517,0.13,1839
25520,0.16,1296
25521,0.06,824
25523,0.10,2148
25524,0.08,2650
25526,0.04,17243
25529,0.10,815
25530,0.05,4552
25534,0.00,196
25535,0.05,2334
25537,0.05,1272
25540,0.07,193
25541,0.06,7539
25545,0.06,3195
25547,0.06,870
25550,0.06,7340
25555,0.11,1591
25557,0.09,1253
25559,0.00,1550
25560,0.05,6597
25564,0.09,906
25565,0.00,411
25567,0.03,1064
25570,0.06,5814
25571,0.06,2083
25573,0.15,829
25601,0.19,5047
25606,0.14,450
25607,0.12,947
25608,0.06,961
25611,0.00,416
25617,0.23,696
25621,0.14,2094
25624,0.00,227
25625,0.02,1338
25628,0.00,264
25630,0.00,703
25632,0.06,1095
25634,0.10,701
25635,0.02,1124
25637,0.15,719
25638,0.00,1123
25639,0.12,481
25644,0.34,380
25646,0.16,706
25647,0.04,694
25649,0.00,864
25650,0.21,636
25651,0.00,295
25652,0.11,1321
25653,0.00,603
25654,0.75,127
25661,0.08,4789
25666,0.20,629
25669,0.05,706
25670,0.11,6112
25671,0.14,921
25672,0.55,222
25674,0.17,2085
25676,0.00,692
25678,0.13,1778
25688,0.20,245
25690,0.00,166
25692,0.31,535
25696,,0
25699,0.00,34
25701,0.07,20429
25702,0.08,6493
25703,0.12,5534
25704,0.10,13245
25705,0.07,16995
25801,0.07,27562
25810,0.00,30
25811,0.00,183
25812,0.10,1708
25813,0.06,7306
25817,0.00,485
25818,0.00,452
25820,0.00,402
25823,0.09,1860
25825,0.00,2079
25826,0.00,187
25827,0.03,2089
25831,0.28,1051
25832,0.04,3042
25836,0.00,192
25837,0.00,227
25839,0.00,616
25840,0.05,6004
25841,0.00,632
25843,0.04,703
25844,0.04,1280
25845,0.01,194
25846,0.00,423
25848,0.04,418
25849,0.00,107
25853,,118
25854,0.06,1088
25855,0.00,135
25857,0.04,475
25862,0.23,224
25864,0.00,174
25865,0.00,1106
25868,0.07,510
25870,,53
25871,0.07,473
25873,0.17,694
25875,0.21,438
25876,0.00,268
25878,0.03,691
25879,0.31,292
25880,0.11,5448
25882,0.07,2359
25901,0.06,8960
25902,0.07,497
25904,0.00,294
25906,0.00,307
25907,0.00,145
25908,,14
25911,0.00,67
25913,0.00,251
25915,0.13,156
25916,0.00,125
25917,0.11,1970
25918,0.05,3131
25920,0.00,325
25921,0.09,1495
25922,0.00,255
25928,0.00,317
25932,0.00,120
25936,0.00,7
25938,0.04,1016
25942,,45
25951,0.07,4960
25958,0.00,652
25962,0.17,3242
25969,0.20,1386
25971,0.04,758
25972,0.00,184
25976,0.09,1865
25977,0.00,162
25978,0.00,502
25979,0.00,417
25981,0.06,1082
25984,0.04,1633
25985,0.05,291
25989,0.00,219
26003,0.06,36017
26030,0.07,543
26031,0.11,1469
26032,0.19,1287
26033,0.09,2408
26034,0.08,4198
26035,0.10,1945
26036,0.09,288
26037,0.11,5880
26038,0.05,2444
26039,0.08,915
26040,0.07,1363
26041,0.12,13534
26047,0.14,4868
26050,0.02,1045
26055,0.02,1154
26056,0.00,118
26059,0.06,2312
26060,0.05,1517
26062,0.10,18014
26070,0.06,6983
26074,0.10,955
26075,0.07,414
26101,0.10,23650
26104,0.07,15265
26105,0.08,9859
26133,0.12,1048
26134,0.04,778
26136,0.11,524
26137,0.28,696
26138,0.43,128
26141,0.00,102
26142,0.13,1761
26143,0.13,3867
26146,0.03,501
26147,0.09,1769
26148,0.00,203
26149,0.12,2204
26150,0.07,4633
26151,0.00,593
26152,,0
26155,0.06,7226
26159,0.07,2359
26160,0.14,681
26161,0.06,318
26164,0.06,6736
26167,0.09,972
26169,0.01,671
26170,0.17,5077
26175,0.11,2836
26178,0.12,368
26180,0.16,1242
26181,0.06,4945
26184,0.12,1906
26187,0.04,5083
26201,0.05,16244
26202,0.05,379
26203,0.00,204
26205,0.10,3255
26206,0.10,2171
26208,0.08,731
26209,0.00,120
26215,0.00,66
26217,0.40,439
26218,0.03,1697
26222,0.09,290
26224,0.31,201
26228,0.00,101
26230,0.00,107
26234,0.18,1483
26236,0.00,101
26237,0.00,291
26238,0.00,415
26241,0.08,11491
26250,0.12,3900
26253,0.01,2490
26254,0.06,400
26257,0.17,907
26259,0.00,114
26260,0.02,1115
26261,0.19,2364
26263,0.00,249
26264,0.13,622
26266,0.22,217
26267,0.26,295
26268,0.00,51
26269,0.06,788
26270,0.06,683
26271,0.02,303
26273,0.09,1778
26275,0.14,448
26276,0.04,581
26278,0.08,498
26280,0.15,1537
26282,0.00,108
26283,0.07,1358
26285,0.00,237
26287,0.03,2679
26288,0.11,3272
26291,0.13,117
26292,0.02,597
26293,0.03,490
26294,0.11,1084
26296,0.22,194
26298,0.00,15
26301,0.08,23353
26320,0.16,681
26321,0.00,603
26323,0.14,510
26325,0.08,270
26327,0.00,29
26330,0.05,11299
26335,0.05,1015
26337,0.16,1108
26338,0.04,367
26339,0.00,319
26342,0.07,425
26343,0.13,298
26346,0.06,724
26347,0.05,1615
26348,0.00,142
26349,0.00,104
26351,0.03,4684
26354,0.08,8676
26361,0.17,118
26362,0.10,2828
26366,0.00,90
26369,0.03,663
26372,0.00,459
26374,0.01,1339
26376,0.18,609
26377,0.06,531
26378,0.08,3777
26384,0.09,371
26385,0.05,3083
26386,0.10,2286
26404,0.36,219
26405,0.04,1065
26408,0.05,2195
26410,0.07,1136
26411,0.11,519
26412,0.16,296
26415,0.09,3088
26416,0.07,6313
26419,0.02,922
26421,0.03,205
26422,0.00,380
26424,0.05,547
26425,0.08,1111
26426,0.07,5630
26430,0.02,600
26431,0.10,5132
26435,0.00,93
26436,0.00,91
26437,0.08,510
26438,0.00,124
26440,0.09,673
26443,0.00,98
26444,0.07,2846
26447,0.00,976
26448,0.06,1600
26451,0.11,796
26452,0.06,7732
26456,0.04,3516
26501,0.04,16755
26505,0.09,33229
26508,0.03,24346
26519,0.05,1130
26520,0.03,710
26521,0.13,250
26525,0.04,5408
26534,0.00,545
26537,0.09,4542
26541,0.01,2734
26542,0.05,2346
26543,0.00,187
26547,0.10,2039
26554,0.05,33686
26559,0.05,1151
26560,0.00,58
26562,0.08,626
26563,0.22,303
26568,0.00,525
26570,0.02,2825
26571,0.00,1724
26572,0.00,74
26574,0.05,447
26575,0.00,717
26576,0.00,243
26581,0.04,886
26582,0.06,4276
26585,0.21,312
26586,,0
26587,0.00,378
26588,0.00,2431
26590,0.00,768
26591,0.10,1522
26601,0.10,4752
26610,0.06,894
26611,0.00,136
26615,0.13,238
26617,0.00,89
26619,0.00,358
26621,0.02,485
26623,0.10,870
26624,0.10,2244
26627,0.15,320
26629,0.33,285
26631,0.00,222
26636,0.09,286
26638,0.00,206
26651,0.08,7968
26656,0.00,190
26660,0.00,193
26662,0.09,610
26676,0.00,544
26678,0.09,954
